id,prompt,step,cfg,sampler,width,height,token_count,timestamp
21860,gustavo fring in the style of family guy,20,7.0,8,512,512,9,0
7342,"gta warrior snow white with scythe profile picture by greg rutkowski, dynamic pose, intricate, futuristic, fantasy, elegant, by stanley artgerm lau, greg rutkowski, thomas kindkade, alphonse mucha, loish, norman rockwell, fantasy lut, asymmetric, long hair, retro computer graphics, video game, fluid lines, ",20,12.0,8,512,768,77,0
22595,"Psylocke, Chloe Bennet, long black hair, realistic character concept, middle shot, action pose, comic book, illustration, slender symmetrical face and body, artstation, cinematic lighting, hyperdetailed, cgsociety, 8k, Rafeal Albuquerque comic book art, single face, insanely detailed and intricate, beautiful",20,13.0,8,512,512,71,0
8217,annotated highly - detailed and intricate 4 5 degree isometric cross - section of doomguy helmet + marker concept art style rendering + concept art + half blueprint + trending on artstation + intricate details + john berkey + vincent di fate + ralph mcquarrie + center frame : : annotations : : metalic green : : - 0. 2 5 kelsey grammer sketch ,20,7.0,8,1280,768,81,0
12811,"an emo portrait painted by henri matisse. her hair is dark brown and cut into a short, messy pixie cut. she has large entirely - black evil eyes. she is wearing a black tank top, a black leather jacket, a black knee - length skirt, a black choker, and black leather boots. ",20,7.0,8,512,512,65,0
44,"israelites worshipping golden calf, old testament, early modern era painting ",20,7.0,8,512,512,14,0
36973,"still film, deadpool holding a birthday cake, on a street in bergen norway, candles in his head, high resolution ",15,4.0,8,576,832,24,0
23355,An Olympic athlete in a rhythmic gymnastic competition.,20,7.0,8,768,512,10,0
32544,"ultrarealistic, orange peels in the shape of a cat, photograph, highly rendered, in blender, unreal engine, concept art, readable, extremely detailed, smooth, sharp focus, 4 k, 8 k ",20,14.5,8,704,512,46,0
7911,"dynamic composition, a painting of dracula the vampire skating on roller skates in a medieval roller rink, a surrealist painting by tom bagshaw and jacek yerga and tamara de lempicka and jesse king, featured on cgsociety, pop surrealism, surrealist, dramatic lighting, wiccan, full body portrait, highly - detailed, pre - raphaelite, ornate gilded details, two legs, two arms, detailed face ",35,20.0,8,512,512,91,0
26885,"a majestic dragon, hd, high quality vector art",20,7.0,8,512,512,10,0
9667,"a portrait of a punker in a painting from stalenhag, 4 k, 8 k, hdr, artstation, concept art ",20,10.0,8,768,896,28,0
53473,"a photograph of a unhealthy human sitting in a spaceship, in space, fine details, realistic shading, photorealism, the creator of evil, eyes wide, sunken face, deep wrinkles!, frown!, light behind, cinematic lighting, face shown, with intense chiaroscuro lighting perfect composition, scary, award winning photograph, the original conscious, mean look, a cold face, terrifying, hate, cold ",20,7.0,8,512,512,88,0
49138,"watercolor painting of a japanese bjd geisha vampire queen with a long neck by tom bagshaw, ayami kojima, mark ryden in the style of thoth tarot card, dark - fantasy, red, gold, black ",20,7.0,8,512,768,50,0
25090,"A futuristic sky garden floating over polluted London in the year 2500, photorealistic, highly detailed, 4k, 8k",20,7.0,8,512,512,26,0
48964,onika maraj ,20,7.0,8,512,512,4,0
58437,"berserker potrait, medium shot, asymmetrical, profile picture, Organic Painting, sunny day, Matte Painting, bold shapes, hard edges, street art, trending on artstation, by Huang Guangjian and Gil Elvgren and Sachin Teng",20,7.0,8,512,512,59,0
23210,painting of a mini pitbull wearing a crown and jewelry by Leonid Afremov,20,7.0,8,512,512,17,0
58276,"live action photo of the 2 0 2 1 f 1 scuderia ferrari, 8 k, sports photography ",20,7.0,8,640,512,21,0
24188,"official portrait of United States President Sherry Maguire, 1978",20,7.0,8,512,512,10,0
57591,"highly detailed portrait of kate beckinsale as altair, in assassin's creed, fale famine, stephen bliss, unreal engine, fantasy art by greg rutkowski, loish, rhads, ferdinand knab, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, global illumination, radiant light, detailed and intricate environment ",29,10.0,8,640,512,84,0
37736,mona lisa ,20,1.5,8,512,512,2,0
14729,Keqing from Genshin Impact,20,7.0,8,512,512,6,0
779,a solitary macho man randy savage wearing a colourful heavy cloak alone full body rocky desolate wasteland | portrait | fantasy impressionist watercolour painting | matte painting | matte drawing | middle earth | pathfinder | featured on artstation deviant art | sword and sorcery | pintrest | conan | darksun | d & d dungeons and dragons | barbarian ,50,15.0,8,576,832,76,0
43181,"soviet megacity, awe - inspiring, dramatic, cinematic, wow, 4 k ",20,7.0,8,512,512,16,0
26571,the sea superimposed into an open briefcase,20,7.0,8,512,512,9,0
17774,"fusion between cobweb and sheep, concept art",20,7.0,8,512,512,11,0
19406,a painting of a Eerie cabin in the middle of the woods in the style of Bob Ross,20,7.0,8,512,512,18,0
17783,"a cartoon of a chubby blue and green chubby chubby cute chibi chubby dragon, concept art by Ken Sugimori, featured on deviantart, furry art, chubby, furaffinity, deviantart hd, cel shading, chubby, commission for",20,7.0,8,512,384,60,0
34203,"issac newton discovering pink floyd. 1 6 6 0 s, classic, ancient book illustration styke in 4 k ",3,14.6,8,960,512,24,0
15803,"a pinkish, purplish, unicorn frolicking, in a field of 4 leaf clovers, being ridden by a leprechaun, being chased by a sasquatch, diffuse lighting, fantasy, intricate, elegant, highly detailed, lifelike, photorealistic, digital painting, artstation, illustration, concept art, smooth, sharp focus, art by John Collier and Albert Aublet and Krenz Cushart and Artem Demura and Alphonse Mucha",20,7.0,8,512,512,101,0
41080,"a photo of white paint mixed with thick green paint on an artist's canvas in the shape of a beautiful woman's face, ultradetailed, photography, ultra hd 4 k, iso 2 0 0, insanely beautiful, realistic ",20,7.0,8,512,512,49,0
3897,"an hd goth emo punk portrait painted by pablo picasso. her hair is dark brown and cut into a short, messy pixie cut. she has a slightly rounded face, with a pointed chin, large entirely - black eyes, and a small nose. she is wearing a black tank top, a black leather jacket, a black knee - length skirt, and a black choker. ",35,5.0,8,512,512,77,0
19182,"interior shot of a lush jungle with two steam punk explorers navigating the harsh terrain,",20,7.0,8,512,512,18,0
46173,"still of emma watson laughing at the camera, close - up shot of eyes, by annie leibovitz, kodak portra 4 0 0, 5 0 mm f / 1. 8 ",50,20.0,8,512,512,39,0
5133,"angry gecko english gentelman, realism, realistic ",50,15.0,8,512,512,11,0
18363,"Kanye West as willy wonka in fallout new vegas, splash art, movie still, cinematic lighting, dramatic, octane render, long lens, shallow depth of field, bokeh, anamorphic lens flare, 8k, hyper detailed, 35mm film grain",20,7.0,8,512,512,53,0
44432,"a matte painting of a european prairie, cottage town, foggy, patchy flowers, oil painting, pale colors, high detail, 8 k, wide angle, trending on artstation, ",20,7.0,8,512,512,40,0
47583,"a highly detailed portrait of a raven, wearing elegant tudor clothes, inside a room with thick red tapestries, by hans holbein and alessandro allori ",20,14.0,8,512,512,31,0
44704,oil painting of elvis presley by vermeer ,20,7.0,8,512,704,9,0
50145,"watercolor painting of a japanese bjd geisha vampire queen with a long neck in a victorian lolita fashion red dress in the style of dark - fantasy painted by tom bagshaw, amy sol, nekro, dmt art, symmetrical vogue face portrait, intricate detail, artstation, cgsociety, artgerm, rococo ",20,14.0,8,512,768,72,0
29190,view of New York from the abyss,20,7.0,8,512,512,7,0
33030,"photo of a creative coder trapped in wires from part of a monitor, realistic shaded lighting poster by ilya kuvshinov, magali villeneuve, artgerm, jeremy lipkin and michael garmash and rob rey ",20,18.0,8,512,768,47,0
51461,"a realistic and atmospheric watercolour fantasy character concept art portrait of urho kekkonen as a druidic warrior wizard looking at the camera with an intelligent gaze by rebecca guay, michael kaluta, charles vess and jean moebius giraud ",50,12.0,8,512,512,53,0
4283,"fantasy portrait of a beautiful young man with short dark hair and pale skin, smooth, angelic, next to a beautiful large black wolf, in the style of stefan kostic, ultra detailed, intricate, 4 k, trending on artstation ",20,7.0,8,512,512,49,0
18558,"young yoda with his lightsaber, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart",50,7.0,8,768,512,69,0
51243,randomness ,20,7.0,8,512,512,2,0
25368,"“painting of The Rapture, by Norman Rockwell”",20,7.0,8,512,512,11,0
41562,"a portrait of a holy paladin of the light shredding an electric guitar by sandra chevrier, by jon foster, detailed render, epic composition, cybernetics, 4 k realistic, cryengine, realistic shaded lighting, sharp focus, masterpiece, by enki bilal ",20,12.5,8,512,640,59,0
35096,"cinestill 4 0 0 d anatomy, cute, adorable, pink mohawk. clad in leather, tattoos, fantasy landscape, full - body epic portrait by stanley artgerm, and, by beeple, god ray, ray tracing, lens flair ",20,8.0,1,640,640,50,0
40015,"a lee jeffries portrait of [ weird al yankovic ]!! starring in the movie, a fistful of dollars, directed by sergio leone in 1 9 6 4 ]!! movie still ",20,7.0,1,512,512,39,0
20057,"A painting of a skyscraper designed by Antoni Gaudí, in the style of anime",20,7.0,8,768,1024,17,0
22845,"sketches from the notebook of a xenobiologist, alien creatures",20,7.0,8,512,512,13,0
21181,"faceless man in a multicolored suit, hidden behind torn cloth swirling violently, abstract cloth simulation, tattered fabric, rags, ragged, ephemeral, gradients, hyperdetailed, hyper realistic, Cozy, soft light, caustic, atmospheric fog, Octane Render, cinematic",20,7.0,8,512,1024,61,0
11508,"scart sponge bob, horror, dark, scary ",20,7.0,8,512,512,10,0
17647,"a disgusting vile monster eating a man from The Thing, by Cronenberg and greg nicotero",20,7.0,8,1280,512,20,0
52647,xj 9 ,20,7.0,8,512,512,3,0
41776,"kerberos realm, faked ticket close up, wizard reading a directory, nordic pastel colors, abandoned ruins, 3 d art, digital illustration, perfect lighting ",20,13.79,8,1280,768,33,0
28615,"A goth portrait painted by Giacomo Balla. Her hair is dark brown and cut into a short, messy pixie cut. She has a slightly rounded face, with a pointed chin, large entirely-black eyes, and a small nose. She is wearing a black tank top, a black leather jacket, a black knee-length skirt, a black choker, and black leather boots.",20,7.0,8,512,640,78,0
16756,"A goth portrait by Junji Ito. She has large evil eyes with entirely-black sclerae!!!!!! Her hair is dark brown and cut into a short, messy pixie cut. She has a slightly rounded face, with a pointed chin, and a small nose. She is wearing a black leather jacket, a black knee-length skirt, a black choker, and black leather boots.",27,7.0,8,512,640,84,0
50930,"steampunk helmet fantasy art mask robot ninja stylized digital illustration sharp focus, elegant intricate digital painting artstation concept art by mark brooks and brad kunkle global illumination ray tracing advanced technology, art gta 5 cover, official fanart behance hd artstation by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, ossdraws, that looks like it is from borderlands and by feng zhu and loish and laurie greasley, victo ngai, andreas rocha, john harris ",20,7.0,8,512,768,119,0
43169,early digital camera photo of a textbook where doodles have been scribbled in the margins ,20,7.0,8,512,512,18,0
57177,"hand drawn cute one gnomes 3 d face upscale in autumn disguise holding pumpkin, detailed closeup face, concept art, low angle, high detail, warm lighting, volumetric, godrays, vivid, beautiful, trending on artstation, by jordan grimmer, huge scene, grass, art greg rutkowski ",20,14.0,8,704,960,65,0
13166,godzilla fighting a gundam in kyoto in the style of studio ghibli,20,7.0,8,512,512,15,0
45336,"photo of philosopher william lane craig, muscular, spartacus still ",20,7.0,8,512,768,12,0
23237,"beautiful face woman portrait, grey, colorless and silent, watercolor portraits by Luke Rueda Studios and David downton",20,12.0,8,640,1024,24,0
41397,bodybuilder getting tickled ,20,7.0,8,512,512,7,0
50471,"emperor nero setting rome on fire, old master painting, ultra realistic details, 8 k ",20,7.0,8,512,512,17,0
44003,"orientalism face detail the lookout by theodore ralli and nasreddine dinet and anders zorn and nikolay makovsky and edwin longsden long, oil on canvas, masterful intricate artwork, excellent lighting, high detail 8 k ",20,7.0,8,512,512,46,0
39072,"fluffy cat holding white teacup with bedroom window in background, full body. pixar disney 4 k 3 d render funny animation movie oscar winning trending on artstation and behance, ratatouille style ",20,8.0,8,512,768,44,0
19586,"ultra detailed illustration of a angry indian anime girl, skin covered in a sea of iridescent liquid, chrome metal material, lost in a dreamy oriental realm by Karol Bak, Moebius, hiroshi yoshida, Druillet, xsullo, colorful, front view, vivid colors, 8k, coherent, anime vibes, uplifting, magical composition, artstation, synthwave, 8k, coherent, artgerm, uplifting, unreal engine, magical composition, artstation",20,13.0,8,704,704,103,0
16226,"highly detailed portrait of a hopeful young astronaut lady with a wavy blonde hair, by Dustin Nguyen, Akihiko Yoshida, Greg Tocchini, Greg Rutkowski, Cliff Chiang, 4k resolution, nier:automata inspired, bravely default inspired, vibrant but dreary but upflifting red, black and white color scheme!!! ((Space nebula background))",20,16.0,8,512,704,81,0
52677,"shoulder tattoo of a meditating cute realistic bush baby, eyes are sparkeling rainbow spirals, glowing multicolored chakra symbols, surrounded with colorful lotus flowers, insanely integrate ",20,7.0,8,512,512,37,0
49817,"giant clown skull landfill, digital painting by greg rutkowski and gaston bussiere, trending on artstation, cgsociety contest winner, zbrush, intricately defined, comprehensive art, 4 k ",20,7.0,8,1024,1024,44,0
996,"an hd impressionist portrait painting of a woman in an owl costume mask retrofitted with a gas mask. she is wearing a jacket, and is brandishing a baseball bat in a threatening manner. ",35,7.0,8,512,512,40,0
553,"high quality high detail painting by alberto mielgo, man standing on roof, hd ",20,7.0,8,832,512,17,0
16933,vehicle from the 1952 science fiction film Blade Runner,20,7.0,8,704,512,9,0
10286,"pipe organ ghost intricately carved from dark smoke, high detail baroque oil painting, golden ratio, volumetric light, godrays, terrifying geometry, alan lee, caravaggio, michelangelo ",20,7.0,8,512,1024,38,0
2946,"( kung fu panda ) fighting against ( ( steel giant ) ), in the background sega console and players mortal kombat, landscape, unreal engine ",20,7.0,8,512,512,31,0
26253,A child's drawing of Thanos snapping his fingers,20,7.0,8,512,512,11,0
46387,"medium format film close up portrait of colourful walking woman in new york by street photographer, 1 9 6 0 s hasselblad film photography, featured on unsplash, soft light photographed on colour vintage film ",50,7.0,8,768,768,42,0
48644,"anthropomorphic mecha with a human body plan but head replaced by a jet fighter canopy and aircraft wings attached on back, cgsociety, octane render ",20,15.0,8,512,512,35,0
14635,Amy coney Barrett,20,7.0,8,512,512,4,0
50380,"portrait of grimes, trending on art station, iridescent ",20,7.0,8,512,512,13,0
26692,Detailed digital art of a huge serpent dragon flying through the clouds. It is mostly shrouded by fog and clouds. Featured on Artstation,20,7.0,8,512,512,28,0
25910,"melbourne, tronwave",20,7.0,8,512,512,5,0
39649,"3 d zbrush render, white light stone angels statues, unreal engine, greg rutkowski, loish, rhads, beeple, tom bagshaw, alphonse mucha, global illumination, detailed and intricate environment ",20,7.0,8,704,512,48,0
23793,"a sonogram of satanic fetus, highly detailed,",20,7.0,8,512,512,13,0
38140,"friends dancing facing / looking the camera, crowd in the back, neon lines, surrealism style ",20,7.0,8,512,512,19,0
10560,"a herd of goats! in a beautiful fantasy castle, medieval citadel, medieval cathedral, many goats, magic, tall towers, gorgeous clouds, colorful, sunrays, digital painting, landscape, octane render, unreal engine, high detail, very realistic, by greg rutkowski. by james gurney ",35,7.0,8,512,512,62,0
45493,"a gray scottish fold sitting in the middle of sunny meadow, colored, by eiichiro oda ",20,7.0,8,512,512,21,0
56102,"joe biden wearing cycling shorts and gold chains surrounded by beautiful women, elegant, real life skin, intricate, high detailed, artstation, concept art, smooth, sharp focus, art by artgerm and greg rutkowski ",50,15.0,8,1024,768,46,0
34162,"byzantine gothic ashura, highly detailed, portrait, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",20,7.0,8,512,704,42,0
14589,"Dreadlock Pirate with ragged clothes fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, addiction, chains, smooth, sharp focus, illustration, art by Ilja Repin, octane render, RPG_portrait",20,7.0,8,512,704,49,0
51732,"painting by sargent and rhads and leyendecker and greg hildebrandt epic evening sky at sunset, low thunder clouds foothpath at indian summer ",20,7.0,8,704,448,33,0
55593,electronic components inspection machine ,20,7.0,8,512,512,4,0
9928,"neon sign with caption'error 4 0 4 ', photography, ultra detailed, cinematic ",20,15.0,8,512,512,18,0
3159,gigachad foot ,20,7.0,8,512,512,4,0
18606,"ultra detailed stunning digital painting of a angry japanese anime girl, chrome metal skin, covered in a sea of iridescent liquid, lost in a dreamy oriental realm by Karol Bak, Moebius, hiroshi yoshida, Druillet, xsullo, colorful, front view, vivid colors, 8k, coherent, anime vibes, uplifting, magical composition, artstation, synthwave, 8k, coherent, artgerm, uplifting, unreal engine, magical composition, artstation",20,13.0,8,704,704,104,0
27375,"Tarzan, lord of the jungle, Edgar Rice Burroughs, book cover.",20,7.0,8,512,768,14,0
38946,"cute arabian scholar woman wearing thick round spectacles inside a magic library, orientalism by theodore ralli and nasreddine dinet and anders zorn and edwin longsden long, collarbones, sleeveless, oil painting, expressive face, excellent lighting, high detail 8 k ",20,7.0,8,512,640,55,0
27678,Ensign Wesley Crusher and Cmdr. Data looking at LCARS,20,7.0,8,1024,1024,13,0
48449,"tyler the creator, manga cover art, detailed color portrait, artstation trending, 8 k, greg rutkowski ",50,10.0,8,512,768,24,0
49038,"an anime portrait of aqua from konosuba with cat ears, by stanley artgerm lau, wlop, rossdraws, james jean, andrei riabovitchev, marc simonetti, and sakimichan, tranding on artstation ",20,11.0,8,512,512,53,0
33208,"sphinx and full figure standing sorrowful tidas painted, in a paint splashed room, flash photography, volumetric lighting, realistic, high quality, by and james jean and luc tuymans and vincent lefevre and hernan bas and pat steir and hilma af klint, digital paint, glitch, psychological, dripping paint, generative art, 8 k high quality render, alter",20,9.0,8,768,512,82,0
31630,neil degrasse tyson as a plant with flowers and leaves ,20,7.0,8,512,512,12,0
2042,santigo abascal flying over barcelona wearing a red and yellow cape ,20,7.0,8,512,512,14,0
58003,"a flying vessel wreckage lying down in a thick forest, vines growing on top, 8 k, hyper realism, artstations, concept art, cinematic ",20,7.0,8,512,512,30,0
46654,"ultrarealistic photographs of delorean in postapocalyptic abandoned destroyed times square, wrecked buildings, destroyed flipped wrecked cars, darkness, polaroid photo, vintage, 1 9 8 5, neutral colors,, by jeff wall ",35,10.0,8,832,512,47,0
49087,"lapland, cannon snow covered trees, volymetric light, ethereal, mist, halos, dusk, coherent composition, by noah bradley and john howe ",23,7.0,8,768,512,32,0
7059,"an ultra detailed black and white stained glass window of the evil patriarch with pitch black eyes wearing his royal robes and sitting imperiously on his throne high in the cathedral, concept art, incense smoke drifting through the air, portrait, artstation, volumetric lighting, exquisite detail, octane render, 8 k postprocessing, art by john collier and albert aublet ",20,7.0,8,512,512,76,0
40240,ultraman slipping on a banana peel in space by shigeru komatsuzaki ,20,7.0,8,512,512,17,0
49120,"watercolor painting of a japanese bjd geisha vampire with a long neck by tom bagshaw, ayami kojima, mark ryden in the style of thoth tarot card, red, gold black ",20,7.0,8,512,768,44,0
22144,"an entire world inside of a bonsai tree, ultra wide octane renderer, blender, CUDA,",20,7.0,8,1024,768,23,0
54884,juice wrld steampunk style 4 k detailed super realistic ,50,7.0,8,512,512,12,0
30702,"the goddess of the moon, hyper detailed, hyper realism, rendered in octane, 8 k, rpg concept art, jrpg character, alejandro jodorowsky ",20,7.0,8,512,576,33,0
27534,FF5800,20,7.0,8,512,512,3,0
22602,"Psylocke Chloe Bennet long hair, holding purple Halo energy sword, realistic character concept, action pose, comic book, illustration, slender symmetrical face and body, artstation, cinematic lighting, hyperdetailed, artgerm, 8k, Rafeal Albuquerque comic book art, single face, insanely detailed and intricate, beautiful",20,14.0,8,512,640,69,0
14439,"italian renaissance indoor workshop with cthulhu bronze sculpture on pedestal, highly detailed, artstation, concept art, sharp focus, illustration, rutkowski, vermeer",20,7.0,8,512,704,34,0
43303,"the fall of greatness, highly detailed, artstation, painting, by claude monet ",20,7.0,8,512,512,18,0
8773,"kyoto animation, cool girl wearing cyberpunk intricate streetwear, beautiful, detailed portrait, cell shaded, 4 k, concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality ",50,9.0,8,512,640,75,0
40111,"face detail of an alchemist mixing potions in a richly decorated temple orientalism by theodore ralli and nasreddine dinet and anders zorn and edwin longsden long, oil on canvas, masterful intricate artwork, excellent lighting, high detail 8 k ",20,7.0,8,512,640,52,0
46515,cat by kamwei fong ,20,7.0,8,512,512,6,0
34336,"screenshot of an open - world shrek game, rtx on, 8 k, ambient occlusion, cinematic lighting ",20,7.0,8,512,512,25,0
46543,"gandalf fighting a monster with his magic, in a fantasy medieval land, d & d, fantasy, action pose, particle effects, digital painting, concept art, matte, sharp focus, volumetric lighting, illustration, hearthstone, artgerm, moebius, wlop, craig mullins, alphonse mucha ",20,11.0,8,896,512,69,0
12491,"female warlock long hood cloak purple, fighting monster with magic, 8 k, trending on artstation by tooth wu ",20,7.0,8,512,512,23,0
22089,"heroic character design of anthropomorphized fox, holy medieval crusader, whimsical fox , portrait, fighting posture, dramatic pose, final fantasy tactics character design, character art, whimsical, vibrant, stunning, lighthearted, concept art, colorized pencil, highly detailed, Akihiko Yoshida",20,3.2,8,512,512,67,0
46216,"photo of cristiano ronaldo celebrating goal during soccer match, photography, high quality, photorealistic ",20,7.0,8,512,512,21,0
57773,"an award - winning photo of a scary male model wearing a boot cut flared distressed medieval designer menswear trousers designed by kapital, 4 k, studio lighting, wide angle lens, 2 0 0 4 ",27,10.0,8,512,640,42,0
5576,"digital masterpiece illustration concept art of porcelain statue of elon musk as cthulhu, extremely detailed and intricate complexity, epic composition, magical atmosphere, cinematic lighting, wide long shot, trending on artstation, 8 k ",34,9.9,8,512,768,45,0
54098,"a very high resolution image from a new movie. wes anderson eating fast food. close up, 2 0 0 mm, photorealistic, photography, directed by wes anderson ",36,10.0,8,1088,512,34,0
31502,"a small town of floating islands nestled in the hollow of a tree, studio lighting, golden ratio, details, scifi, dark fantasy, intricate, decadent, ornate, highly detailed, digital painting, octane render, ray tracing reflections, 8 k, artstation, concept art, smooth, sharp focus, illustration, art by claude monet and vincent van gogh ",20,16.0,8,512,640,74,0
10265,angry gordon ramsay by rachel ruysch ,20,7.0,8,512,512,8,0
9771,"fancy pagoda styled treehouse mansion on cliff overlooking terraced fields and pink cherry blossom trees, detailed luminescent painting 4 k ",20,7.0,8,512,512,25,0
