id,prompt,step,cfg,sampler,width,height,token_count,timestamp
5287,painting by sargent and leyendecker and greg hildebrandt savrasov levitan above the low clouds on new zealand sokotra faroe island sunset overcast thunder storm ,20,10.0,8,640,448,38,58
13488,"the creature sits in a car, made of wax and metal, they look me in the eye, film still from the movie directed by Denis Villeneuve and David Cronenberg with art direction by Salvador Dalí, wide lens",20,12.0,8,1024,576,44,61
43419,historical sharp 4 k photograph of a man turning into a grotesque monster with goathorns and roots growing from his face in a pasture in the alps ,20,7.0,8,1024,512,29,63
16309,"Gal Gadot as the Scarlet Witch, illustrated by Antoine Verney-Carron and J. Lesaffre, trending on artstation, 4k, 8k, artstation 3d, artstation rendering, artstation 3d render, artstation 2d render",20,7.0,8,512,512,53,66
25429,"fox animals conducting experiments in a chemistry lab, award winning photograph",20,7.0,8,512,512,12,69
42406,beautiful elegant ernst haeckel fauna illustration of many greek cheek conures and flowers ,20,7.0,8,512,512,16,72
23912,Woman and her robot against the world. In a beautiful natural scene. Rough strokes and grainy. Interesting colour scheme. Fine detail. Beautiful digital artwork by artist Lurid. (2022),20,7.0,8,512,512,39,75
9114,"thom yorke singer songwriter in a spacesuit filling up with water, black background, glass reflecting light reflections, waterline in visor, ultrafine detail, hyper realistic face, beautiful blue eyes, black spherical pupils, eyes reflecting into eyes reflecting into infinity, eyes reflecting into eyes reflecting into infinity ",17,3.8,2,512,512,59,78
17084,"we’re all made up stars theme, various fruits on a ornated porcelain plate on a wooden intricated table, ancien abandoned kitchen, detailed, photorealism, autumn rays of light come from the window, diffuse light, smoky background, fluid coloured smoke, octane render",49,17.0,8,1024,576,58,81
20452,Beautiful portrait digital painting of an anthro anthropomorphic mint color wolf minimalist background,20,7.0,8,512,512,19,84
8127,draw with me by mike inel ,20,7.0,8,512,512,7,87
49507,"lovecraftian spaceship isometric illustration, technical drawing, sci fi ",20,7.0,8,896,512,13,91
4532,"digital concept art of a random fantasy mage by malgorzata kmiec, digital painting, artstation, concept art, smooth ",20,7.0,8,512,768,26,94
26597,"A goth portrait painted by Frida Kahlo. Her hair is dark brown and cut into a short, messy pixie cut. She has a slightly rounded face, with a pointed chin, large entirely-black eyes, and a small nose. She is wearing a black tank top, a black leather jacket, a black knee-length skirt, a black choker, and black leather boots.",20,7.0,8,512,512,80,98
13843,"A beautiful photograph. It has no visible auditory organs, just eyes, human eyes, hundreds of them, in the ends of stalks that radiate from its body like some exotic fruit. dutch golden age, iStock by Claude Monet ecstatic",20,7.0,8,512,512,50,102
55839,a pile of turds by vincent van gogh ,20,7.0,8,512,512,9,108
17522,"movie still 35mm film photograph a screaming and angry dangerous shape mechanical creature, with multiple wires, glowing TV monitors lower torso inside of a 1970s science lab, neon lights, dirty, ektachrome photograph, volumetric lighting, f8 aperture, cinematic Eastman 5384 film",20,7.0,8,1024,512,55,114
15503,"Lara croft as samurai , wet face , heavy rain ,dramatic, intricate, highly detailed, concept art, smooth, sharp focus, illustration, Unreal Engine 5, 8K",20,7.0,8,512,512,35,119
14717,"baby Angel, baby cherub,wearing angel, face covered, Gucci, x logo, Chanel style , halo, ski mask, balaclava, face covered, wearing angel halo covered face, orange hoodie, hip hop, multiple golden necklaces, fantasy art apex fortnite Video game icon, 2d game art gta5 cover , official fanart behance hd artstation by Jesper Ejsing, by RHADS, Makoto Shinkai and Lois van baarle, ilya kuvshinov, rossdraws",20,7.0,8,512,512,113,126
1596,"photographic portrait of a stunningly beautiful renaissance beyonce with celtic tribal makeup in soft dreamy light at sunset, contemporary fashion shoot, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, breathtaking, 8 k resolution, extremely detailed, beautiful, establishing shot, artistic, hyperrealistic, beautiful face, octane render ",50,7.0,8,512,704,77,132
39460,"high detail portrait man green knight necromancer in helmet, green, green smoke, fantasy, warcraft, world of warcraft, lich king, arthas magic 4 k, artstation, game art ",20,5.0,8,512,704,43,141
43533,"liminal polaroid of central park at night, art by tim hildebrandt, deep depth of field. highly detailed, hyper realism, hd, 4 k ",50,7.0,8,512,512,33,149
32596,"fashion photography of a dog, wearing carhartt clothes, outside, streetwear, casual outfit, photo 3 5 mm leica, hyperdetail, 4 k, very detailed, black and white ",19,14.0,8,704,1280,40,162
39535,"photo through an airplane window of a giant creature far away, ultra detailed, 4 k ",20,7.0,8,512,768,17,175
11866,"Sucy from little witch academia, anime style, countryside, calm, fantasy character portrait, dark outlines, dynamic pose, above view, sunny day, artwork by Makoto Shinkai, very coherent asymmetrical artwork, sharp edges, perfect face, simple form, 100mm",20,13.0,8,512,704,56,191
43301,"i dreamt of love, highly detailed, intricate, artstation, digital painting, by makoto shinkai and thomas kindle and james gilleard ",20,7.0,8,512,512,31,204
53474,"no negative space uhd hyperrealistic photorealisitc hyperdetailed detailed bigfoot screaming, motion lines!!!! sparks flying!!! motion blur!! with sparking circuits, studio lighting, by phil hale!!!! goya!!! ayami kojima amano karol bak, greg hildebrandt and mark brooks ",20,7.0,8,512,768,76,217
43297,"child, young boy, green hair, short hair, happy, intricate, smiling, highly detailed, sharp focus, artstation, watercolor, by charlie bowater and ross tran ",20,7.0,8,512,512,36,233
46869,"royal dinner room, art nouveau architecture, art by joseph leyendecker, ivan aivazovsky, ruan jia, reza afshar, marc simonetti, alphonse mucha ",50,14.0,8,960,512,40,249
5064,"medium shot native american man, in a dark forest, mysterious, backlit, still from a pixar dreamworks movie, trending on artstation ",20,7.0,8,512,512,31,266
40481,"highly detailed portrait of a boy with spikey blue hair and ice powers, in my hero academia, stephen bliss, 8 k, ferdinand knab, makoto shinkai and lois van baarle, anime key visual, big eyes, by akira toriyama, fantasy art by greg rutkowski, shonen art style, by kohei horikoshi, promotional image ",15,10.0,8,576,512,75,286
54183,"majestic futuristic elf city made of white stone and decorated with gold, a lot of plants and trees, futuristic vehicles flying around, epic buildings in the center, light clouds, cinematic sky, sunrise, 8 k, unreal engine 5, sharp ",50,7.0,8,960,512,48,309
44996,"orientalism face detail of a beautiful woman priestess bangs and thick dark curls hair and hair ties and eyelashes by theodore ralli and nasreddine dinet and anders zorn and edwin longsden long, oil on canvas, masterful intricate artwork, excellent lighting, high detail 8 k ",20,7.0,8,512,512,56,327
38402,jake paul vs ksi ,20,7.0,8,512,512,5,340
19468,illustration of the outlines of two crows setting on branch with orange half circle background,20,7.0,8,512,512,15,351
32853,"beautiful prince, male, black and red clothes, gold details, high fantasy, highly detailed, intricate, smooth, art by anato finnstark, joseph leyendecker, peter mohrbacher, ruan jia, marc simonetti, ayami kojima, cedric peyravernay, finnian macmanus, alphonse mucha, victo ngai ",20,12.0,8,512,768,79,364
57007,"pikachu meeting a demigorgon, photorealistic, digital art, ",20,7.0,8,512,512,16,377
14217,"fantasy desiccated island,  surrounded by crystal  cliffs, viewed from the ocean, extremely detailed oil painting, unreal 5 render, rhads, Bruce Pennington, Studio Ghibli, tim hildebrandt, digital art, octane render, beautiful composition, trending on artstation, award-winning photograph, masterpiece",20,7.0,8,1024,512,68,386
45114,"league of legends, best friends, kai'sa and xayah, beautiful, laughing, photorealism ",20,7.0,8,512,512,22,394
10301,a beautiful close - up of a blonde actor from the 1 9 3 0 s. high cheekbones. good bone structure. dressed in 1 9 4 0 s style. butterfly lightning. key light sculpting the cheekbones. by george hurrell. ,20,7.0,8,512,512,50,400
40325,"octane render by ricardo bofill and buckminster fuller and weta digital, inside a high - end exotic colorful pastel vintage boutique hotel lounge, deep depth of field, 8 k, cinema 4 d, raytraced lighting and reflections, very sharp focus, crisp render, trending on cgsociety ",20,10.0,8,768,768,65,405
13700,Duke Nukem in Warhammer Total War,20,9.0,8,512,512,9,410
34539,"close up profile of a calyrex, colourful, elegant, alphonse mucha, rhads, ross tran, artstation, artgem, octane render, 1 6 k ",20,7.0,8,704,512,40,415
57775,"beautiful code, syntax highlighting, aesthetically pleasing, emacs, vim ",50,7.0,8,512,512,16,419
13371,(Johnny Depp) as Freddy Krueger from the movie A Nightmare on Elm Street,20,7.0,8,512,512,18,424
55560,"sadie sink with very short hair in oversized man's coat : a still from a scifi dystopian cyberpunk film from 1 9 8 0 s. by steven spielberg, robert zemeckis, francis ford coppola, james cameron. 6 5 mm low grain film stock. sharp focus, realistic facial expression, perfect anatomy, global illumination, radiant light, detailed and intricate environment, trending on artstation ",50,10.0,8,960,512,87,429
54439,"super - intelligent robot with kind eyes portrait, grant wood, pj crook, edward hopper, oil on canvas ",50,7.0,8,512,512,22,434
45266,"vpgue octane render portrait by wayne barlow and carlo crivelli and glenn fabry, a sinister man in a bright colorful patterned pastel wes anderson elevator operator costume inside a dark and moody vintage elevator in a high - end exotic vintage boutique hotel, very short depth of field, bokeh ",20,7.0,8,768,768,60,440
45896,minecraft villager ,20,7.0,8,512,512,4,447
6521,a lion fighting a polar bear ,20,7.0,8,704,512,6,452
18307,"Cyrano de Bergerac and  Roxanne (Haley Bennet), are looking a teach other hand romantically. dramatic, high contrast, romantic, theatrical, lumnious, cinematic lights, oil canvas by Csók István, Munkácsi and Hollósy Simon",41,14.0,8,512,512,58,457
34098,"a beautiful fashion charming blond flight attendant, masterpiece retrowave art, symmetrical, maximalist, lily frame, art by ilya kuvshinov, rossdraws, sharp focus, art by wlop and artgerm, extreme detail, detailed drawing, detailed face ",20,12.0,8,768,512,55,460
6696,"jesus christ posing with grey aliens, self portrait, high detailed, pencil art ",20,7.0,8,512,512,15,464
47203,"elon musk totalitarian dictator in the style of beksinski, parts by edward hopper, parts by rodcenko, parts by yue minjun, intricate and epic composition, red by caravaggio, insanely quality, highly detailed, masterpiece, red light, war propaganda, artstation, 4 k ",20,12.0,8,1024,512,63,468
17184,"a civilization of members of Yoda's species interacting with eachother on their home planet, award winning national geographic photo",20,7.0,8,512,512,25,471
28639,"Cybertron, environmental concept art of an octopus swimming in the air near a navigation deck onboard the Peaceful Tyranny DJD Deception spaceship goth Decepticons vibes, Deception and goth colors, clean, dramatic lighting, glowing red hologram navigation panels, cinematography by Wes Anderson, 4k octane render, photorealistic, cinematic lighting, Artstation",20,7.0,8,512,512,72,475
39099,"female flight attendant with green eyes holding white teacup with first class seats in background, full body. pixar disney 4 k 3 d render funny animation movie oscar winning trending on artstation and behance, ratatouille style ",20,8.0,8,512,768,49,478
17976,"film still of Kendall Jenner in the new Denis Villeneuve film, mysterious glamour, sexy, intriguing, film lighting, photography film portrait by Paolo Reversi. Emotionnal.",20,7.0,8,512,768,36,482
36696,"horizon forbidden west machine monster figurine mech | face of beautiful, rich, soft, crisp, enticing madison beer | architectural biomechanical floral ramjet bumblebee temple | an ultrafine hyperrealistic illustration by artgerm and mucha and beeple : : intricate linework, octane render and artstation and hi - fructose, intricate environment ",20,12.0,8,512,512,78,485
34616,"seduction illustration, by lliam brazier, petros afshar, peter mohrbacher and victo ngai ",20,7.0,8,512,512,25,489
1993,"a portrait photograph of divine in pink flamingos in a kid room in 1 9 9 0 s, studio light photography, high definition, 8 k, taken by alex webb with sun and shadows ",20,7.0,8,1024,832,38,493
7930,"headshot edwardian photograph of dorian gray, extremely handsome, classicaly beautiful, 1 9 2 0 s, realistic face, 1 8 9 0 s, 1 9 0 0 s, very grainy, slightly blurry, victorian ",20,7.0,8,512,512,46,497
58509,"movie scene of a man standing in front of a multiverse machine, movie still, cinematic composition, cinematic light, by David Lynch",50,7.0,8,1024,576,26,501
45418,"a close - up of a young hispanic woman with long black hair clutching a small rose in the rain!!, photorealistic, crying, photo by annie leibovitz, moody ",7,7.0,8,512,512,38,504
53298,"hovering indecision, surrealist painting, by karel thole, by mandy jurgens, oil on canvas, ",20,7.0,8,768,1024,23,508
15747,"a photorealistic painting of an iceberg shaped like a pyramid, half-half underwater photo, 8K, digital art, detailed intricate elegant, octane render",20,7.0,8,512,512,33,512
49280,"a dark, mossy, gloomy, rainy ( ( ( ( road ) ) ) ) surrounded by woodland trees, leading to a beautiful, radiant house!!!!, illustrated by greg rutkowski and gaston bussiere, cgsociety contest winner, trending on artstation, intricately defined, complexly detailed, gloomy, rainy atmosphere, 4 k ",20,7.0,8,768,512,78,516
27600,"the statue of liberty on mars, cinematic, dramatic lighting",20,7.0,8,1024,512,11,520
46962,"realistic wide angle portrait of a dark bishop, dark magic, heroic pose, beautiful face, full body, dramatic lighting, dark and horror, dust and blood, intricate, wild, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, footage from space camera ",20,14.0,8,512,640,76,524
3798,"jedi knight that looks like an anthropomorphic panda, fan art ",20,7.0,8,512,512,14,529
23148,"“a delicate renaissance marble sculpture covered with water veil, highly detailed transparent marble cloth, gi, global illumination, physically based rendering, photorealistic, top light , dark background”",20,7.0,8,512,512,36,534
11492,"the creature in the basement, made of ceramic and blood, surrounded by animals, film still from the movie directed by denis villeneuve and david cronenberg with art direction by salvador dali and zdzisław beksinski, wide lens ",20,12.0,8,1024,576,48,538
44565,"a tiny cute steampunk monster with cogs screws big eyes smiling waving, back view, isometric 3 d, ultra hd, character design by mark ryden pixar hayao miyazaki, unreal 5, daz, hyperrealistic, octane render, cosplay, rpg portrait, dynamic lighting, intricate detail, summer vibrancy, cinematic, symmetrically isometrically centered ",24,20.0,8,512,768,84,543
37953,"a horror movie scene photograph of a real estate 1 9 7 0's hotel room, shadow figure, demonic, ghostly screaming child, shot on a disposable camera while on vacation, finely detailed, a liminal space, macabre lighting, decapitated, masked intruder, hyper - realistic # wtf # wtf # wtf ",20,7.0,1,640,512,71,547
25745,"Christopher walken as pinhead from Hellraiser,",20,7.0,8,512,512,11,552
7051,iron inside a transmilenio ,20,7.0,8,512,512,7,557
4601,"frank the rabbit in donnie darko, airbrush, drew struzan illustration art, key art, movie poster ",20,7.0,8,512,640,23,561
15243,"a photo of a delicious scrumptious waffle in the shape of a skull with syrup, food photography",20,7.0,8,512,512,22,565
48774,fauci vaccinating fauci while fauci oversees ,20,7.0,8,512,512,15,569
52042,"morrigan aenslandcasting magic, a charming succubus, strapless dress, fantasy, d & d, by greg rutkowski and raymond swanland, sharp focus, trending on artstation, 8 k realistic digital art, cryengine, symmetric, league of legends splash art, concept art, frostbite 3 engine ",50,10.0,8,576,512,72,572
38872,"madden 2 2 gameplay, playstation 5, gameplay footage, player face closeup, offensive lineman ",20,8.0,8,512,512,18,576
56267,"the empress tarot card, diane arbus portrait photography ",38,20.0,8,512,704,11,580
669,"a painting of a castle in the middle of a snowy mountain, a detailed matte painting by andreas rocha and greg rutkowski, featured on artstation, fantasy art, matte drawing, matte painting, artstation hq ",20,7.0,8,960,896,47,584
7106,"vox ac 3 0 mecha, character sheet, concept design, contrast, hot toys, kim jung gi, greg rutkowski, zabrocki, karlkka, jayison devadas, trending on artstation, 8 k, ultra wide angle, pincushion lens effect ",20,7.0,8,1024,512,59,588
23007,"Portrait of Yvonne Strahovski wearing epic bionic cyborg implants of different vibrant colors, detailed intricate ornate cables connected to head, portrait front face reference, by Dan Mumford and Naoto Hattori, extremely beautiful and proportionate, masterpiece, intricate, highly detailed, digital painting, Matrix Theme, artstation, concept art, crepuscular rays, smooth, sharp focus, illustration, background made from fractals of vibrant universe stars, cyberpunk colors, volumetric lighting, art by artgerm and james jean and Nick Sullo",20,10.0,8,768,512,113,592
36990,"athens style, small building, city, street, science fiction, cyberpunk, rain day, wide angle, full of people, moon, a lot of lights, cinematic lighting, high detail, digital painting, concept art, illustration, smooth, sharp focus, trending on artstation, trending on deviantart, 4 k ",20,7.0,8,1024,512,68,595
50997,"psychedelic angelic celestial being artwork of esao andrews frank xavier leyendecker, energy body, sacred geometry, esoteric art, divinity detailed, saturated colors, ",50,12.0,8,512,512,33,599
22345,"secret hidden path in the forest leading to a portal to outerspace, prismatic weather, flowers, expressive oil painting",20,7.0,8,512,512,23,603
26437,"young, immortal super soldier Ghandi in Gears of War and boy is he MAD!",20,7.0,8,512,512,18,606
10208,"bob ross!!! riding!!! a dinosaur!!, giant afro!, model pose, ultra realistic, concept art, intricate details, highly detailed, photorealistic, octane render, 8 k, unreal engine. art by artgerm and greg rutkowski and alphonse mucha ",20,9.0,8,512,512,64,610
6773,"a grass land and ruins and small fixed bustling village and tan pathways, 4 k, 8 k, photorealistic landscape, landscape imagery, 4 k luminous lighting, volumetric lighting, ",20,7.0,8,768,512,38,613
24894,creepy 1920 photo taken during a séance showing a spirit medium manifesting ectoplasm,20,7.0,8,512,512,18,616
16398,"a flying ghost!!! in a waterfall, close up, hyperdetailed, artstation, cgsociety, 8k",20,12.0,8,1024,576,29,619
12126,the first minutes of world war iii ,20,7.0,8,512,512,7,621
26850,concept art of mouse,20,7.0,8,512,512,4,624
28979,covert surveillance photo of unidentified female suspect on a New York City street in 1985,20,7.0,8,512,512,15,628
10350,"a black and white photo of a young man, a character portrait by henry justice ford, tumblr, harlem renaissance, 1 9 2 0 s, studio portrait, tintype photograph ",20,7.0,8,512,512,37,630
56093,"photo of a gorgeous young woman in the style of stefan kostic, realistic, half body shot, sharp focus, 8 k high definition, insanely detailed, intricate, elegant, art by stanley lau and artgerm ",50,12.0,8,512,704,44,633
7093,"princes of hell in alice in wonderland tripping on ayahuasca with faces in the background, intricate detail, painting, klimt, royo, frazetta, whealan, ",20,7.0,8,512,512,40,637
45571,"steve harvey holding lightsaber, clean, realistic ",50,7.0,8,512,512,10,640
13237,"stary night, mosque, tower, house, city ",20,7.0,8,1024,512,11,644
7243,"impasto acrylic painting of a woman in a serene san francisco streetscape at night. inspired by leonid afremov, artstation, art - deco, cinematic lighting ",20,7.0,8,512,512,36,647
57639,"toriko manga, coloured, smooth lines ",20,7.0,8,512,512,8,650
19939,Scene from the 1954 science fiction film The Terminator,20,7.0,8,704,512,10,653
22222,Evil Yoda,20,7.0,8,512,512,3,657
42816,"close photographic portrait of a stunningly beautiful english renaissance female in soft dreamy light at sunset, beside the river, soft focus, contemporary fashion shoot, hasselblad nikon, in a denis villeneuve and tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face ",50,15.0,8,512,512,84,660
1501,painting of a jungle frozen over!!! dry leaves scene on an alien planet by vincent bons. ultra sharp high quality digital render. detailed. beautiful landscape. weird vegetation. water. ,20,7.0,8,1600,512,38,664
42452,optical illusion imperceptive irregular polygon owl ,20,7.0,8,1024,576,9,667
2650,"overgrown postapocalyptic ruins, birds in the sky, a rainbow, waterfall : : close shot : : 3 5 mm, realism, octane render, 8 k, exploration, cinematic, trending on artstation, realistic, 3 5 mm camera, unreal engine, hyper detailed, photo - realistic maximum detail, volumetric light, moody cinematic epic concept art, realistic matte painting, hyper photorealistic, concept art, volumetric light, cinematic epic, octane render, 8 k, corona render, movie concept art, octane render, 8 k, corona render, cinematic, trending on artstation, movie concept art, cinematic composition, ultra - detailed, realistic, hyper - realistic, volumetric lighting, 8 k ",20,7.0,8,512,512,151,670
12317,“ large boiling glass of chocolate milk ” ,20,7.0,8,512,512,8,672
21674,"Some goths hanging out at a Hot Topic store in the mall, painted by John William Waterhouse",20,7.0,8,704,512,20,675
42145,"inigo the fully - voiced red / black weasel thief companion, skyrim mod, photorealistic, dungeons & dragons concept fanart by liam wong ",20,15.0,8,512,640,30,678
12713,seamless hand painted texture of forest world of warcraft,20,7.0,8,512,512,11,681
4268,painting by sargent and leyendecker and greg hildebrandt savrasov levitan kuindzhi aiwazovsky gorgeous fantasy landscape deep dark night and moonlight above the layered low clouds on madeira faroe azores iceland black coast icebergs and glacier alaska overcast storm wide angle view from above masterpiece ,20,7.0,8,448,640,63,684
2174,scene from the 1 9 4 1 science fiction film the day the earth stood still ,20,7.0,8,704,512,16,686
7664,"aku - aku from crash bandicoot saga, jungle safari photography ",20,7.0,8,512,512,15,689
15784,"Very very very very highly detailed epic central composition studio photography of Daniel Radcliffe smiling holding a wizard wand,  intricate, medieval, extremely detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, studio lighting, incredible art by Anna Dittmann and Anton Pieck",20,7.0,8,512,512,57,691
5086,"a highly detailed tarot card of a large cross standing on the beach as a storm comes in with the tide, woman in a chair watching the ocean, epic fantasy, god rays, rocky beach, ultrawide lense, aerial photography, unreal engine, exquisite detail, 8 k, art by hokusai and jeong seon ",20,7.0,8,512,512,68,694
59189,"Virtual Reality music studio Ableton Live theme concept, light rays coming out of the windows, Paris loft style, raytracing, highly detailed, futuristic, unreal engine 5, photoscan",20,7.0,8,512,512,38,696
7229,"beautiful happy picturesque charming sci - fi organic pod - like homes of the future in a beautiful natural scene. water, trees and rocks. beautiful light. soft colour scheme. beautiful artistic detailed watercolor by lurid. ( 2 0 2 2 ) ",20,7.0,8,512,512,49,700
57897,"indian superhero, artwork by salman toor, cinematic light, atmospheric effects ",20,7.0,8,576,832,14,703
42978,"orientalism painting of a potter by theodore ralli and nasreddine dinet and anders zorn and nikolay makovsky and edwin longsden long, oil on canvas, masterful intricate artwork, excellent lighting, high detail 8 k ",20,7.0,8,512,512,46,706
57096,a gothic girl in a candy world realistic detailled ,20,7.0,8,512,512,10,710
50575,"photorealistic close up documentary style cinematography of a sexy woman with back to camera at the 1 9 6 9 woodstock festival silhouetted and backlit by lens flared magic hour sun shot on 1 6 mm eastman 7 2 5 4 film with a 6 5 mm cooke panchro macro lens shot by cinematographers, malcolm hart, don lenzer, michael margetts, david myers, richard pearce, michael wadleigh and alfred wertheimer at the 1 9 6 9 woodstock music festival during magic hour. ",50,7.0,8,768,384,103,713
41940,"battered warrior maile and surcoat orientalism face detail by theodore ralli and nasreddine dinet and anders zorn and edwin longsden long and wlop, bronze age, sword and sorcery, oil on canvas, masterful intricate artwork, excellent lighting, high detail 8 k ",20,7.0,8,512,768,60,716
57999,"mads mikkelson as clifford unger from death stranding, mysterious portrait, oil painting, orange fill light ",20,7.0,8,512,640,24,719
