id,prompt,step,cfg,sampler,width,height,token_count
17533,"detailed image of Enrico Fermi by Ayami Kojima, Amano, Karol Bak, Greg Hildebrandt, and Mark Brooks, rich deep nuclear reactor colors. Beksinski painting, part by Adrian Ghenie and Gerhard Richter. art by Takato Yamamoto. masterpiece . intricate artwork by Tooth Wu and wlop and beeple, greg rutkowski, very coherent symmetrical artwork, cinematic, hyper realism, high detail, octane render, unreal engine, 8k, Vibrant colors, Smooth gradients, High contrast, depth of field. by Katsuhiro Otomo, full body character drawing, inspired by Evangeleon, clean ink detailed line drawing, intricate detail, extremely detailed. painting by Arthur Rackham, Eugene de Blaas, Frederic Leighton",50,20.0,8,512,704,160
28821,anime portrait of Kawaii Wolverine,20,7.0,8,512,512,7
18622,photorealistic 50mm of evil Donald Trump,20,7.0,8,512,512,9
991,"an hd impressionist portrait painting of a woman in an owl costume mask retrofitted with a gas mask. she is wearing a jacket, and is brandishing a weapon in a threatening manner. ",35,7.0,8,512,512,39
54593,"formal portrait of morgan freeman as don quixote, digital art by eugene de blaas, ross tran, and nasreddine dinet, vibrant color scheme, intricately detailed, in the style of romanticism, cinematic, artstation, greg rutkowski ",20,7.0,8,512,704,54
6082,"young man with long brown hair riding a dinosaur, ultra realistic, lens flare, atmosphere, glow, detailed, intricate, full of colour, cinematic lighting, trending on artstation, 4 k, hyperrealistic, focused, extreme details, unreal engine 5, cinematic, masterpiece ",20,7.0,8,576,768,57
10362,artwork by pablo carpio ,20,7.0,8,512,512,5
43533,"liminal polaroid of central park at night, art by tim hildebrandt, deep depth of field. highly detailed, hyper realism, hd, 4 k ",50,7.0,8,512,512,33
13513,"A big strong man walking away. Full body, professional photography.",20,7.0,8,512,768,13
21579,"michael keaton uploading 'batgirl' to a torrent website, epic painting by james gurney",20,7.0,8,512,512,20
23007,"Portrait of Yvonne Strahovski wearing epic bionic cyborg implants of different vibrant colors, detailed intricate ornate cables connected to head, portrait front face reference, by Dan Mumford and Naoto Hattori, extremely beautiful and proportionate, masterpiece, intricate, highly detailed, digital painting, Matrix Theme, artstation, concept art, crepuscular rays, smooth, sharp focus, illustration, background made from fractals of vibrant universe stars, cyberpunk colors, volumetric lighting, art by artgerm and james jean and Nick Sullo",20,10.0,8,768,512,113
30676,"a portrait of a male tiefling scholar by krenz cushart, ruan jia, karol bak, beautiful background, delicate, digital illustration, very - detailed, deviantart, artstation ",20,11.0,8,512,704,44
48504,"what stable diffusion looks like, ( ( digital art, oil painting, cold blue tones, fantasy, 8 k, trending on artstation, detailed ) ) ",50,13.0,8,512,704,32
6728,"closeup portrait of a young vivian leigh, dramatic lighting, city background, night, moon, chiaroscuro, complementary contrast, high detail, painted by greg rutkowski, painted by igor kieryluk, painted by bobby chiu, trending on artstation ",20,7.0,8,512,512,56
2174,scene from the 1 9 4 1 science fiction film the day the earth stood still ,20,7.0,8,704,512,16
2232,huge mysterious ufo ignoring the laws of physics over a natural scene. detailed otherwordly material. entries in the 2 0 2 0 sony world photography awards. ,20,7.0,8,512,512,31
38872,"madden 2 2 gameplay, playstation 5, gameplay footage, player face closeup, offensive lineman ",20,8.0,8,512,512,18
55800,"a magical world with creatures that are part horse, part other animals. ",20,7.0,8,512,512,14
42452,optical illusion imperceptive irregular polygon owl ,20,7.0,8,1024,576,9
10901,"“ benedict cumberbatch retro minimalist portrait by jean giraud, moebius starwatcher comic, 8 k ” ",20,7.0,8,512,512,26
31418,"a photograph of a futuristic street scene, brutalist style, straight edges, finely detailed oil painting, impasto brush strokes, soft light, 8 k, dramatic composition, dramatic lighting, sharp focus, octane render, masterpiece, by adrian ghenie and jenny saville and zhang jingna ",20,12.0,8,896,512,60
13488,"the creature sits in a car, made of wax and metal, they look me in the eye, film still from the movie directed by Denis Villeneuve and David Cronenberg with art direction by Salvador Dalí, wide lens",20,12.0,8,1024,576,44
46403,"analog medium format film night flash bokeh busy street in new york, 1 9 6 0 s hasselblad film street photography, featured on unsplash, photographed on vintage expired colour film ",50,7.0,8,768,768,40
28707,anthropoorphic hippopotamus wearing santa suit and santa hat standing by a christmas tree realistic 4k 3d pixar render,20,7.0,8,512,512,28
50587,guybrush threepwood's autopsy done by sherlock holmes on melee island ,20,7.0,8,512,512,15
28913,a cute little rabbit abstract shape table lamp,20,7.0,8,512,512,8
45197,"octane render portrait by wayne barlow and carlo crivelli and glenn fabry and salvador dali and wes anderson, a screaming black marble statue of a roman woman covered in a gold shiny fishing net inside a european museum, cinema 4 d, ray traced lighting, very short depth of field, bokeh ",20,7.0,8,768,768,61
35759,"film still of a human and a robot having a moment of jealousy, cinematic composition, cinematic light, by edgar wright and gaspar noe ",20,7.0,8,512,512,28
49507,"lovecraftian spaceship isometric illustration, technical drawing, sci fi ",20,7.0,8,896,512,13
17726,A cyberpunk cafe painted by Ilya Kuvshinov and Gustav Klimt and Edward Hopper,35,7.0,8,768,512,21
47800,"portrait of stalin, propaganda poster, wholesome smile, detailed ",20,7.0,8,512,704,12
33948,"concept art of shark attack, lovecraftian, lots of teeth, melting horror, fighting the horrors of the unknown with laser guns ",20,7.0,8,1088,512,26
24028,"POV shot of a womans toes sticking out from a bubble bath, cute, photorealistic, neon blue nail polish",20,7.0,8,512,512,25
35455,"a single lone cyberpunk spaceship emerging from a galactic nebula, by gi kim jung, highly detailed ",20,7.0,8,768,512,20
6885,cow in the paws of a bear ,20,12.0,8,512,512,7
48774,fauci vaccinating fauci while fauci oversees ,20,7.0,8,512,512,15
42391,"classical oil painting, a fantasy kobold that is dressed as a medieval worker, as a dnd character, standing at a productive farm, cottagecore, highly detailed, digital illustration, concept art, smooth, sharp focus, art by tim hildebrandt, and greg hildebrandt ",50,15.0,8,512,768,59
4699,"goddess wearing a cloud fashion is looking on us from above, photoshop, colossal, creative, albino skin, giant, digital art, photo manipulation, clouds, covered in clouds, girl clouds, on clouds, covered by clouds, airplane in the sky, white hair, digital painting, artstation ",20,7.0,8,512,512,60
7804,"art by studio ghibli. three goths loitering in the shade, talking beneath a cherry blossom outside a blockbuster video store. ",50,7.0,8,640,512,29
24436,"Shiba Inu cosmonaut portrait, moon mission,  60s poster, 1968 Soviet",20,7.0,8,512,768,17
45293,"very wide cinematic shot inside a scifi combination of capsule hotel and shopping mall as ikea ad, modern lush condo as shopfront, terrarium lounge area, very tall cathedral ceiling with holographic sky art, detailed archviz render, archdaily, scifi artstation concept, comfy lighting, mass effect, fine details, unreal engine, hyperrealism, realistic shading, blender render ",50,18.0,8,704,896,84
43419,historical sharp 4 k photograph of a man turning into a grotesque monster with goathorns and roots growing from his face in a pasture in the alps ,20,7.0,8,1024,512,29
57639,"toriko manga, coloured, smooth lines ",20,7.0,8,512,512,8
39099,"female flight attendant with green eyes holding white teacup with first class seats in background, full body. pixar disney 4 k 3 d render funny animation movie oscar winning trending on artstation and behance, ratatouille style ",20,8.0,8,512,768,49
16543,Gran Canaria at the style of Moebius,20,7.0,8,512,512,9
56510,"arc hallway for secret overwatch living quarters carved inside a cave surrounding a lush garden, trimmed, magical, natural light, clean lines, cozy, fantasy, minimalist architecture, sharp focus, concept art, by greg rutkowski and craig mullins,, octane render 8 k ",20,8.0,8,768,768,57
57007,"pikachu meeting a demigorgon, photorealistic, digital art, ",20,7.0,8,512,512,16
13026,"Henry Cavill as Witcher Geralt riding a giant cockroach, epic fantasy digital art by Eugene de Blaas and Ross Tran, vibrant color scheme, intricate detail, cinematic, artstation, Greg rutkowski, Artgerm",20,7.0,8,512,704,50
55560,"sadie sink with very short hair in oversized man's coat : a still from a scifi dystopian cyberpunk film from 1 9 8 0 s. by steven spielberg, robert zemeckis, francis ford coppola, james cameron. 6 5 mm low grain film stock. sharp focus, realistic facial expression, perfect anatomy, global illumination, radiant light, detailed and intricate environment, trending on artstation ",50,10.0,8,960,512,87
47390,icon of warehouse worker stylized minimalist behance ,35,8.0,8,512,512,10
36479,anime style moscow art hd detailed 8 k red square ,20,7.0,8,512,512,10
26597,"A goth portrait painted by Frida Kahlo. Her hair is dark brown and cut into a short, messy pixie cut. She has a slightly rounded face, with a pointed chin, large entirely-black eyes, and a small nose. She is wearing a black tank top, a black leather jacket, a black knee-length skirt, a black choker, and black leather boots.",20,7.0,8,512,512,80
36158,"ethereal glowing white angel dmt deity, tribal repeating patterns, tim hildebrandt, wayne barlowe, bruce pennington, donato giancola, trending on artstation, cinematic composition, beautiful lighting, hyper detailed, 8 k, oil on canvas ",20,15.0,8,640,640,54
8032,"designer purse with several images of richard nixon!!! pattern on it, fashion design, high fashion, elle magazine, cosmopolitan, glossy photo, crisp details, michael kors, givenchy, burberry ",20,7.0,8,512,512,42
10413,"a portrait of a character in a scenic environment by sandra chevrier, purple rain, prince rogers nelson, trending on artstation ",20,7.0,8,512,512,27
27600,"the statue of liberty on mars, cinematic, dramatic lighting",20,7.0,8,1024,512,11
1236,"giant octopus wearing space helmet standing in postapocalyptic abandoned destroyed times square, wrecked buildings, destroyed flipped wrecked cars, polaroid photo, vintage, foggy, 1 9 8 5, neutral colors, rainy day, color photo by shawn heinrichs by brian skerry by gregory crewdson ",35,7.0,8,704,512,59
5375,"kommissar tarsis, grimdark digital art, highly detailed, digital painting, beautiful eyes!, pretty face!!, symmetry, concept art, sharp focus, illustration, art by artgerm! greg rutkowski magali villeneuve wlop! ilya kuvshinov!!, octane render ",50,18.0,8,512,512,68
19468,illustration of the outlines of two crows setting on branch with orange half circle background,20,7.0,8,512,512,15
57897,"indian superhero, artwork by salman toor, cinematic light, atmospheric effects ",20,7.0,8,576,832,14
7136,"woman, full length portrait, photo ",20,7.0,8,512,512,7
56347,"photo of the modern room as aquarium with a big jellyfish and corals, realistic colors, realistic shadows, daylight made in blender, 3 d by beeple and damian hirst ",20,7.0,8,512,512,37
44565,"a tiny cute steampunk monster with cogs screws big eyes smiling waving, back view, isometric 3 d, ultra hd, character design by mark ryden pixar hayao miyazaki, unreal 5, daz, hyperrealistic, octane render, cosplay, rpg portrait, dynamic lighting, intricate detail, summer vibrancy, cinematic, symmetrically isometrically centered ",24,20.0,8,512,768,84
8997,lineman's pliers oil painting by matisse ,20,7.0,8,512,512,10
17184,"a civilization of members of Yoda's species interacting with eachother on their home planet, award winning national geographic photo",20,7.0,8,512,512,25
53204,"small wooden house in the middle of spring forest, bright colours, watercolor, volumetric wool felting, macro photography, children illustration, by christophe vacher ",20,7.0,8,512,512,32
24894,creepy 1920 photo taken during a séance showing a spirit medium manifesting ectoplasm,20,7.0,8,512,512,18
47993,"male wizard, young robert plant, art by artgerm and greg rutkowski and magali villeneuve, d & d, fantasy, portrait, highly detailed, headshot, digital painting, trending on artstation, concept art, sharp focus, illustration ",20,7.0,8,512,512,53
31367,"she is a goddess, she is on a rock by the sea at sunset, dress by gold, art by greg rutkowski ",20,7.0,8,512,512,26
7297,painting by ivan kramskoy ,20,7.0,8,448,576,7
8877,"attractive male dracula the vampire roller skating in a medieval style roller rink as a full moon shines through a window. highly detailed, sharp focus, digital painting, full body shot, intricate, hyper - realism, fantasy art style, volumetric lighting, by gaston bussiere, craig mullins, j. c. leyendecker 8 k ",20,7.0,8,512,512,70
31095,"beautiful prince, male, black clothes, red, gold, highly detailed, smooth, art by finnian macmanus, ayami kojima, anato finnstark, cedric peyravernay, joseph leyendecker, ruan jia, peter mohrbacher, marc simonetti, frances sterrett, kay nielsen, victo ngai ",20,14.0,8,512,768,75
6696,"jesus christ posing with grey aliens, self portrait, high detailed, pencil art ",20,7.0,8,512,512,15
28389,"a photograpic portrait of a anthropomorphic grey furry wolf wearing casual black clothes, black spikey hair, grey skin, floppy ears, furry character, fursona, fantasy, intricate, elegant, highly detailed, digital painting, artstation, smooth, sharp focus, illustration, art by artgerm and H R Giger and alphonse mucha",20,7.0,8,512,512,75
1993,"a portrait photograph of divine in pink flamingos in a kid room in 1 9 9 0 s, studio light photography, high definition, 8 k, taken by alex webb with sun and shadows ",20,7.0,8,1024,832,38
11975,"“ portrait of jung ho - yeon by greg rutkowski, young, attractive, highly detailed portrait, scifi, digital painting, artstation, concept art, smooth, sharp foccus ilustration, artstation hq ” ",20,7.0,8,512,512,48
28979,covert surveillance photo of unidentified female suspect on a New York City street in 1985,20,7.0,8,512,512,15
46518,"feeling of infinite and repition with a box inside gift box which is inside another gift box with another box inside like matriochkas, illustration by victo ngai ",20,7.0,8,512,512,34
17606,"Skynet's most popular endoskeletal cyborg was its Series 800 Terminator, which used a metallic endoskeleton covered with living tissue. The Series 800 Terminator was a breakthrough in developing Terminators that were similar to humans.",50,7.0,8,512,512,53
44448,"kcs logo, minimalistic icon in black, red, and purple ",20,7.0,8,512,512,14
5048,"photo of a black reflecting statue, photorealistic, octane render, unreal engine, 8 k, ultra detailed ",20,7.0,8,512,512,24
32908,"a small ancient city nestled in the hollow of a tree, studio lighting, golden ratio, details, scifi, dark fantasy, intricate, decadent, ornate, highly detailed, digital painting, octane render, ray tracing reflections, 8 k, artstation, concept art, smooth, sharp focus, illustration, art by artgerm, loish, by wlop ",20,17.0,8,512,640,76
40999,sunset in a japanese village by osamu tezuka ,20,7.0,8,512,512,11
33784,"detailed portrait of perfect white haired girl, cyborg, beautiful, pretty face, blue eyes, innocent, scifi, 4 k, sun yunjoo, ultra realistic, highlights, cinematic lighting, highly detailed, sharp focus, artstation, masterpiece, art by emika lightweaver ",20,7.0,8,512,640,58
30450,"1990s 3D modeling software interface screenshot, sphere in the middle of the ground plane",20,7.0,8,640,512,16
3791,down in the valley on a foggy little rock stood a pretty little demon blowing his top fire in his eyes and smoke from his head you gotta be real cool to hear the words he said he said mop mop muckity muck muck that cat was mad! by glen orbik and mort drucker ,20,7.0,8,512,512,65
37901,"a rainy day where one man holds his wife, while he's focused serenading to the sizzling bacon in the cast iron pan in the kitchen. hd, 8 k, ektachrome, professional, stock photo, edward hopper, wideangle ",20,7.0,8,1024,512,51
17522,"movie still 35mm film photograph a screaming and angry dangerous shape mechanical creature, with multiple wires, glowing TV monitors lower torso inside of a 1970s science lab, neon lights, dirty, ektachrome photograph, volumetric lighting, f8 aperture, cinematic Eastman 5384 film",20,7.0,8,1024,512,55
53527,"movie still of super spy agent cyborg, cinematic composition, cinematic light, by alejandro jodorosky ",20,7.0,8,512,512,21
50202,"an idealistic marble statue with classic cloth and fractal flowery hair in a fractal garden, glowing delicate flower and mushrooms that grow in a dark fatansy forest on the planet pandora,, symmetrical, ",50,7.0,8,512,512,44
56794,"bmw 1 m solar punk japanese touge halo headlights, rainbow colors, drifting, drone photo, smoke, racing, beautiful, beautiful photography ",20,7.0,8,512,512,27
18735,"extremely detailed awe  stunning beautiful futuristic smooth curvilinear museum interior, translucent gills, hyper real, 8k, colorful, 3D cinematic volumetric light, atmospheric light",20,7.0,8,1024,512,34
38656,"a painting in the style of rob gonsalves of a beautiful large shinto shrine with a torii in a natural setting, soft lighting, seasonal weather, in the desert southwest ",20,7.0,8,768,512,37
12296,"video game art depicting a person playing videogames, high quality digital design ",50,7.0,8,512,512,14
8127,draw with me by mike inel ,20,7.0,8,512,512,7
53480,"birds eye view battle of cape ecnomus, in the style of jackson pollock ",20,7.0,8,512,512,16
